year,state,stateyear,foreign_born,soc_capital_ma,avg_att_rate,avg_daily_att_total,dropout_rate,enroll_students_public,fouryear_tuition,twoyear_tuition,grad_rate,foodinsecure,marginallyfoodinsecure,verylowfoodsecure,foodstamp_rep,lunchprogram_total,povrate,wic_total,gub_election,constitution_adopted,health_rank,quality_of_life_rank,lowinc_children,pop_govhealthins,pop_nohealthins,anti_education,pro_education,neutral_education,ideo_cit,ideo_state,party_state,policy_mood,charterschoolslaw,comp_years,evol_wkns_allowed,homeschool_records_extent,innovatescore,kind_att_rqd,mand_lic_teach,pollib_lower,pollib_median,pollib_upper,prvt_curric_control_extent,stnd_testing_rqd,taxcredit_parents,teacher_qual_rqd
2004,Indiana,2004_Indiana,,-0.4983454,92.5193,944944,2.5,1011130,7429.054958,3283.167096,73.2,11.57047,20.180759,4.1970801,526324,679283,11.6,131485,1,0,37,29,93,1602.52,760.565,0.058842924,0.713748393,0.227408683,45.9883,-0.183585316,-0.106430158,35.9469986,1,9,0,1,0.078024,0,0,-0.824728,-0.380461,0.119922,0,0,0,0
2005,Indiana,2005_Indiana,4,-0.22396094,93.4201,966967,2.5,1021348,7580.257344,3359.698137,73.3,11.06704,15.84865,3.6307001,556285,700890,12.6,134706,0,0,38,31,85,1464.41,806.801,0.062551372,0.712837638,0.22461099,49.66132,-0.180555552,-0.184397161,33.43399811,,,,,0.099458,,,-0.836693,-0.393716,0.09372,,,,
2006,Indiana,2006_Indiana,4.199999809,-0.24934939,93.3489,976373,2.9,1035074,7751.553243,3408.081838,73.9,9.9517097,16.334391,2.84864,574696,723568,10.6,137374,0,0,39,31,56,1481.24,714.061,0.06625982,0.711926884,0.221813296,52.70638,-0.17847769,-0.051212937,35.41500092,1,9,0,1,0.099458,0,0,-0.960806,-0.555957,-0.080129,0,0,0,0
2007,Indiana,2007_Indiana,4.199999809,-0.35088909,92.6642,969976,2.7,1045940,7942.62182,3469.337211,74.09997559,9.07162,17.57428,3.1397901,587156,744055,11.8,140891,0,0,39,29,55,1623.76,691.856,0.06338863,0.698123975,0.238487395,53.20749,-0.268656731,-0.049149338,39.88600159,,,,,0.077209,,,-1.00679,-0.595609,-0.155061,,,,
2008,Indiana,2008_Indiana,4,-0.24967326,93.0406,973342,1.7,1046764,7901.077604,3431.969045,,16.05006,24.85145,6.3306599,623415,763328,14.3,155816,1,0,35,32,53,1788.22,710.247,0.06051744,0.684321067,0.255161493,50.43163,-0.21348314,-0.066793896,39.90299988,1,11,0,1,0.077209,0,0,-0.823723,-0.436332,-0.035269,0,0,0,0
2009,Indiana,2009_Indiana,4.400000095,-0.18158159,93.297,976503,1.7,1046147,8540.777712,3664.16461,,16.08901,21.706249,5.3018498,706695,788167,16.1,170137,0,0,35,34,97,2025.15,874.197,0.064496424,0.705001587,0.230501989,48.22389,-0.223709375,0.001919386,40.47800064,,,,,0.005714,,,-0.802683,-0.374331,0.061358,,,,
2010,Indiana,2010_Indiana,4.599999905,-0.11932529,,,,1046661,8817.391031,3798.277734,86,12.36481,21.403549,4.9109802,813403,807786,16.3,174119,0,0,38,33,68,2168.74,855.739,0.068475408,0.725682108,0.205842484,40.4287,-0.29756099,-0.053511705,38.3429985,1,11,0,1,0.005714,0,0,-0.820274,-0.393467,0.008811,0,0,0,0
2011,Indiana,2011_Indiana,4.699999809,-0.088096417,,,,,8886.774732,3768.597507,86,14.76634,25.36307,4.8036399,877560,807689,15.6,167875,0,0,37,28,58,2172.04,763.968,0.078075832,0.741332228,0.18059194,39.50527,-0.324607342,0.026737968,,,,,,,,,-0.87089,-0.405743,0.006205,,,,
2012,Indiana,2012_Indiana,4.599999905,,,,,,9154.089868,3844.402629,87,15.04687,22.67738,7.5039501,908704.5,801376,15.2,164281,1,0,41,27,118,,,0.087676255,0.756982348,0.155341397,37.68679,,,,1,11,0,1,,0,0,-1.00778,-0.525055,-0.0801,0,0,1,0
2013,Indiana,2013_Indiana,,,,,,,9194.929354,3923.959477,87.9,15.60724,23.76791,5.0066099,926010.9167,781172,11.6,159525,0,0,,,91,,,,,,40.55516,,,,,,,,,,,-1.11275,-0.666295,-0.202687,,,,
2014,Indiana,2014_Indiana,,,,,,,9124.226127,4220.123267,87.1,16.584949,27.180691,6.9492698,892699,774693,,155323,0,0,,,74,,,,,,,,,,1,11,0,1,,0,0,-1.08879,-0.595101,-0.052563,0,0,1,0
2015,Indiana,2015_Indiana,,,,,,,9195.806437,4359.980645,86.8,14.23572,23.25559,5.0381598,,768262,,154485,0,0,,,68,,,,,,,,,,1,,0,,,,,,,,,,1,
2003,Iowa,2003_Iowa,,0.77519399,95.126,457771,1.9,482210,,,85.7752071,12.18136,21.751381,2.91276,153816,380864,8.9,64585,0,0,10,9,40,720.122,302.534,0.069762578,0.704082091,0.226155331,47.85461,-0.283842802,-0.06167401,40.25699997,,,,,0.033654,,,-0.174806,0.267573,0.705096,,,,
2004,Iowa,2004_Iowa,,0.62226737,95.4507,456559,2.9,481226,6870.001737,3710.080465,86.6,9.5877895,22.193211,2.20626,179179,385111,10.8,66188,0,0,10,8,36,750.109,255.137,0.068943673,0.697393507,0.23366282,51.17184,-0.13257575,-0.038167939,39.15299988,1,10,0,0,0.033654,0,1,-0.212361,0.2047,0.678178,2,2,2,0
2005,Iowa,2005_Iowa,3.599999905,1.0163651,98.7609,477491,2.2,478319,6920.140701,3805.523183,86.9,13.87485,21.17802,4.3312402,206696,385011,11.3,67823,0,0,9,9,18,742.663,234.773,0.064699166,0.706350227,0.228950607,50.25867,-0.214765102,0.019867551,35.27299881,,,,,0.076531,,,-0.286072,0.141502,0.610301,,,,
2006,Iowa,2006_Iowa,3.799999952,1.387748,99.6701,481528,2.2,483482,6976.989189,3786.494811,86.5,11.57892,19.997641,3.0606799,225717,390385,10.3,66339,1,0,9,8,18,812.525,289.664,0.060454659,0.715306947,0.224238395,52.47612,-0.068965517,0.014851485,38.44100189,1,10,0,0,0.076531,0,1,-0.301843,0.133986,0.566694,2,2,2,0
2007,Iowa,2007_Iowa,3.900000095,1.1548764,101.609,492922,2.3,483122,7183.595996,3848.272477,86.39996338,11.70168,20.85981,4.5088701,238349,392976,8.9,69468,0,0,10,5,21,788.581,261.764,0.057501709,0.711580275,0.230918016,55.46584,-0.115830116,0.08880309,39.58399963,,,,,0.099394,,,0.032266,0.435309,0.862207,,,,
2008,Iowa,2008_Iowa,3.700000048,0.90205324,101.411,451403,2.9,485115,7037.888705,3842.229929,,12.31381,24.27095,4.36696,258173,392175,9.5,72555,0,0,16,5,26,797.999,269.934,0.054548759,0.707853603,0.237597638,56.95164,-0.216117218,0.090909094,37.00999832,1,10,0,0,0.099394,0,1,0.215527,0.594231,1.01259,2,2,2,0
2009,Iowa,2009_Iowa,3.900000095,1.0169079,92.6271,455579,3.1,487559,7500.418684,4135.734438,,13.45453,25.102011,4.51612,295106,394391,10.7,75645,0,0,15,1,32,829.741,324.214,0.062077822,0.717475576,0.220446602,53.30738,-0.172932327,0.080152668,36.72200012,,,,,0.005814,,,0.454382,0.892655,1.25285,,,,
2010,Iowa,2010_Iowa,4.599999905,0.97393554,,,,491842,7897.900955,4318.181486,88,13.92769,23.61392,4.1727901,340304,397648,10.3,74685,1,0,15,3,41,811.818,365.112,0.069606884,0.72709755,0.203295566,48.09266,-0.302052796,0.047904193,36.25799942,1,10,0,0,0.005814,0,1,0.409229,0.83915,1.25715,2,2,2,0
2011,Iowa,2011_Iowa,4.400000095,1.2333386,,,,,8054.871212,4378.944136,89,12.6145,23.843531,4.6284299,373856,396894,10.4,70931,0,0,16,4,25,931.395,303.345,0.089436457,0.715902357,0.194661186,42.50238,-0.150793657,0.078740157,,,,,,,,,0.433076,0.837799,1.25965,,,,
2012,Iowa,2012_Iowa,4.300000191,,,,,,8225.55109,4465.17912,89.7,15.66546,23.459459,4.8793898,408049.5,395600,10.3,69159,0,0,20,1,25,,,0.10926603,0.704707164,0.186026806,40.49696,,,,1,10,0,0,,0,1,0.363594,0.769583,1.18408,2,2,2,0
2013,Iowa,2013_Iowa,,,,,,,8074.062388,4519.878711,90.5,12.26123,21.9242,3.20822,420344.4167,384219,10.8,65876,0,0,,,17,,,,,,44.69056,,,,,,,,,,,0.171475,0.584308,1.04035,,,,
2014,Iowa,2014_Iowa,,,,,,,7934.142815,4568.876667,90.8,9.9972496,18.62878,3.86079,408070,383594,,63767,1,0,,,14,,,,,,,,,,1,10,0,0,,0,1,0.156133,0.607162,1.03234,2,0,2,0
2015,Iowa,2015_Iowa,,,,,,,7943.210571,4775.925497,91.3,10.2437,18.835661,3.8956299,,381709,,63481,0,0,,,15,,,,,,,,,,1,,0,,,,,,,,,,2,
2003,Kansas,2003_Kansas,,0.68274039,88.3184,415529,2.4,470957,,,77.89850472,14.63592,25.60533,5.3513699,160705,317481,10.8,61229,0,0,20,26,33,737.937,272.145,0.057875028,0.715671416,0.226453556,35.78795,-0.176190481,-0.109004736,34.85400009,,,,,0.001823,,,-1.01778,-0.585702,-0.145454,,,,
2004,Kansas,2004_Kansas,,0.59226674,87.7048,411455,2.2,470490,5389.781278,2245.106911,79.2,12.39643,22.402559,4.8165498,169528,323008,11.4,63987,0,0,17,25,34,711.346,284.578,0.051711315,0.711049829,0.237238856,36.59052,-0.260869563,-0.16504854,33.70500183,1,11,0,0,0.001823,0,0.5,-1.02549,-0.613779,-0.111691,1,0,0,0
2005,Kansas,2005_Kansas,5.800000191,0.83708924,87.2279,407812,2.1,469136,5787.104673,2275.924545,77.6,11.75756,22.068951,3.5190699,177782,326805,12.5,68218,0,0,22,24,31,703.996,270.355,0.061312695,0.702277101,0.236410204,34.57004,-0.208333328,-0.164285719,31.27499962,,,,,0.108531,,,-1.10041,-0.662887,-0.240489,,,,
2006,Kansas,2006_Kansas,6.300000191,-0.007862959,89.9119,422142,2.4,467525,6164.583838,2231.454,78.9,14.16518,23.90591,4.15202,183071,336461,12.8,69584,1,0,17,20,33,744.216,330.702,0.070914074,0.693504373,0.235581552,40.57601,-0.164473683,-0.256410271,33.26399994,1,11,0,0,0.108531,0,0.5,-1.1247,-0.72083,-0.291032,1,0,0,0
2007,Kansas,2007_Kansas,6,-0.001786126,89.4203,418751,2.7,469506,6638.298905,2227.399981,79.09997559,14.30631,24.8365,5.0604601,182407,344187,11.7,69067,0,0,25,25,38,771.772,338.85,0.065966798,0.695306548,0.238726654,44.38121,-0.235807866,-0.15384616,34.35599899,,,,,0.002546,,,-1.18572,-0.791824,-0.369292,,,,
2008,Kansas,2008_Kansas,5.900000095,0.018705947,88.8411,418495,2.5,468295,6575.114428,2170.553582,,16.392429,27.11627,4.6873002,187569,350683,12.7,73238,0,0,23,15,52,718.853,322.092,0.061019521,0.697108723,0.241871755,44.801,-0.13333334,-0.027027028,33.08399963,1,11,0,0,0.002546,0,0.5,-1.18407,-0.824018,-0.416065,1,0,0,0
2009,Kansas,2009_Kansas,6.099999905,0.50514984,90.2832,428384,2.1,471060,7053.433065,2370.141244,,18.283131,29.672331,5.1290102,219265,356495,13.7,76989,0,0,24,16,43,819.574,351.521,0.059068955,0.72245203,0.218479015,42.51202,-0.273504287,-0.092436977,29.88199997,,,,,0.191038,,,-1.15719,-0.712453,-0.30428,,,,
2010,Kansas,2010_Kansas,6.5,0.57086378,,,,474489,7315.078913,2517.835371,83,16.500429,28.1304,5.5908499,269710,360637,14.3,77363,1,0,23,16,35,876.547,349.745,0.057118389,0.747795337,0.195086274,35.05216,-0.30120483,-0.128514051,33.51100159,1,11,0,0,0.191038,0,0.5,-1.07253,-0.648762,-0.243236,1,0,0,0
2011,Kansas,2011_Kansas,6.900000095,0.882052,,,,,7371.027346,2515.948929,85,16.365761,26.11533,4.59799,298642,362152,14.3,75212,0,0,25,14,44,927.619,380.369,0.090791766,0.723597368,0.185610866,30.7065,-0.325842708,-0.076086953,,,,,,,,,-1.18723,-0.781828,-0.351174,,,,
2012,Kansas,2012_Kansas,6.5,,,,,,7646.78993,2643.814595,85.7,16.68169,28.725519,5.9647799,304719.4167,361686,14,74761,0,0,24,13,21,,,0.124465142,0.6993994,0.176135458,35.8547,,,,1,11,0,0,,0,0.5,-1.27765,-0.902922,-0.481557,1,0,0,0
2013,Kansas,2013_Kansas,,,,,,,7962.296713,2620.37483,85.7,19.08708,29.58604,5.8620601,316982.5833,348152,13.2,70615,0,0,,,30,,,,,,34.2966,,,,,,,,,,,-1.32061,-0.915491,-0.413079,,,,
2014,Kansas,2014_Kansas,,,,,,,8339.456039,2705.811492,85.7,17.70771,30.092239,6.9124098,293456,346298,,65699,1,0,,,27,,,,,,,,,,1,11,0,0,,0,0.5,-1.33878,-0.948019,-0.519025,1,0,1,0
2015,Kansas,2015_Kansas,,,,,,,8513.486488,2802.238515,85.7,10.55146,20.50437,3.2597301,,345398,,62850,0,0,,,23,,,,,,,,,,1,,0,,,,,,,,,,1,
2003,Kentucky,2003_Kentucky,,-0.70715386,86.0624,570911,3.3,660782,,,73.04807945,13.56971,25.825951,4.06634,502677,511470,14.4,113109,1,0,42,48,90,1319.96,564.6,0.06361785,0.712756586,0.223625564,33.42811,-0.194719478,-0.012779552,35.48600006,,,,,0.066533,,,-0.852499,-0.419623,0.077109,,,,
2004,Kentucky,2004_Kentucky,,-1.0158132,85.1191,574380,3.3,663369,5687.095945,3519.494139,75.9,13.58994,23.33741,2.67539,544744,528271,17.7,117201,0,0,43,48,66,1314.5,568.196,0.067861106,0.702378094,0.2297608,34.63516,-0.156794429,0.154882148,35.5019989,0,10,0,2,0.066533,0,0,-0.9377,-0.491073,-0.058524,1,0,0,0
2005,Kentucky,2005_Kentucky,2.400000095,-1.4173043,85.4472,580937,3.5,674796,6193.51977,3704.535189,77.2,15.36591,25.01354,5.6135802,570277,534807,14.8,121644,0,0,44,48,54,1236.38,475.197,0.063745569,0.704984239,0.231270191,41.63443,-0.151515156,0.025531914,30.78499985,,,,,0.099099,,,-1.00059,-0.529651,-0.095288,,,,
2006,Kentucky,2006_Kentucky,2.700000048,-1.3604358,85.3547,583102,3.3,679878,6816.163676,3866.907568,76.4,15.31088,26.43298,5.04076,589102,542971,16.8,125082,0,0,42,48,62,1207.27,623.82,0.059630033,0.707590385,0.232779582,39.44261,-0.226148412,0.054151624,33.55099869,0,10,0,2,0.099099,0,0,-1.09624,-0.658698,-0.225492,1,0,0,0
2007,Kentucky,2007_Kentucky,2.5,-1.2685738,87.9245,585775,3,683152,7254.068713,3985.75204,74.39996338,11.66064,17.790979,2.7909,602022,548586,15.5,129684,1,0,44,48,68,1404.77,562.084,0.06195481,0.695577834,0.242467356,51.36536,-0.159509197,0.134556577,34.05899811,,,,,0.067044,,,-1.05128,-0.632802,-0.209139,,,,
2008,Kentucky,2008_Kentucky,2.799999952,-0.65975577,87.3925,585556,2.8,666225,7449.243617,4030.402921,,15.45026,27.274281,5.17698,633194,548904,17.1,136266,0,0,39,48,64,1376.67,670.023,0.064279587,0.683565283,0.25215513,52.29519,-0.20577617,0.230215833,33.70299911,0,10,0,2,0.067044,0,0,-1.06269,-0.655353,-0.240401,1,0,0,0
2009,Kentucky,2009_Kentucky,3,-0.95963496,86.3272,587102,2.9,670030,7951.874159,4200.547353,,16.427971,27.40971,6.56072,701757,570755,17,141768,0,0,41,48,54,1423.3,680.16,0.058569801,0.699332103,0.242098096,44.9558,-0.274691343,0.094285712,34.31999969,,,,,0.003876,,,-1.00837,-0.624777,-0.221977,,,,
2010,Kentucky,2010_Kentucky,3.200000048,-0.79401839,,,,680089,8299.694937,4304.935531,,16.29563,26.411779,4.10637,778114,556256,17.7,139100,0,0,44,48,52,1538.48,633.71,0.052860015,0.715098924,0.232041061,37.49059,-0.219753087,0.071782179,33.20600128,0,10,0,1,0.003876,0,0,-1.13338,-0.713993,-0.246953,1,0,0,0
2011,Kentucky,2011_Kentucky,3.200000048,-1.2616903,,,,,8493.724285,4315.033494,,17.221201,29.26627,7.49824,823472,553819,16,141647,1,0,44,48,42,1456.24,620.768,0.088197168,0.681694762,0.23010807,37.49237,-0.266666681,0.139705881,,,,,,,,,-1.18723,-0.768762,-0.355908,,,,
2012,Kentucky,2012_Kentucky,3.099999905,,,,,,8888.34291,4412.659958,86.1,16.02931,27.4279,5.6147299,849247.6667,549534,17.9,132698,0,0,44,45,71,,,0.123534321,0.6482906,0.228175078,35.29497,,,,0,10,0,1,,0,0,-1.16639,-0.754796,-0.29581,1,0,0,0
2013,Kentucky,2013_Kentucky,,,,,,,8963.13371,4452.022294,87.5,20.01716,31.491579,5.86272,872438.5833,532791,20,129923,0,0,,,39,,,,,,41.27558,,,,,,,,,,,-1.15717,-0.726463,-0.277583,,,,
2014,Kentucky,2014_Kentucky,,,,,,,9300.365565,4505.85981,88,19.18903,29.838131,8.0084801,828076,529401,,121682,0,0,,,29,,,,,,,,,,0,12,0,1,,0,0,-1.1095,-0.697664,-0.222327,1,0,0,0
2015,Kentucky,2015_Kentucky,,,,,,,9646.563874,4691.946386,88.6,14.48034,25.19207,5.5831499,,525267,,116179,1,0,,,26,,,,,,,,,,0,,0,,,,,,,,,,0,
2003,Louisiana,2003_Louisiana,,-0.8854956,92.6652,674333,7.5,730464,,,69.41881474,10.18409,23.751341,1.42626,655300,626152,17,133403,1,0,49,44,102,1248.79,841.699,0.061459747,0.751868798,0.186671455,33.74208,-0.251937985,0.088,40.25999832,,,,,0.101319,,,-1.20712,-0.86282,-0.422357,,,,
2004,Louisiana,2004_Louisiana,,-0.99992323,92.5384,670238,7.9,727709,4490.213823,2208.260222,63.9,13.84142,22.27821,2.95748,705700,629519,16.7,141661,0,0,49,44,77,1356.68,753.317,0.071413425,0.739646215,0.188940361,41.19297,-0.307984799,0.033834588,40.00600052,1,11,0,0,0.101319,2,1,-1.21441,-0.850896,-0.416248,1,0,0,0
2005,Louisiana,2005_Louisiana,2.799999952,-1.2141705,99.0401,648243,7.5,724281,4550.617528,2267.303618,59.5,15.0976,26.337601,5.8579302,807896,615879,18.3,143362,0,0,48,46,59,1163.19,691.859,0.064145513,0.730427381,0.205427106,44.26287,-0.229729727,0.154838711,35.4070015,,,,,0.100119,,,-1.21669,-0.867274,-0.415881,,,,
2006,Louisiana,2006_Louisiana,2.900000095,-1.3289975,92.6115,625916,8.4,654526,4458.177838,2217.263514,61.3,15.69534,24.501301,6.2030001,829882,571269,17,122505,0,0,49,47,121,1270.45,890.413,0.056877602,0.721208546,0.221913851,32.82051,-0.203980103,0.06666667,37.26599884,1,11,0,0,0.100119,2,1,-1.24849,-0.958131,-0.536935,1,0,0,0
2007,Louisiana,2007_Louisiana,3.299999952,-1.1881876,92.6766,631163,7.4,675851,4424.76241,2212.381205,63.5,8.8576403,16.641081,3.8173201,650357,583224,16.1,128914,1,0,48,47,89,1285.05,753.683,0.060324696,0.704009241,0.235666063,45.13145,-0.286919832,0.016666668,38.20000076,,,,,0.112011,,,-1.1949,-0.85556,-0.458469,,,,
2008,Louisiana,2008_Louisiana,3.099999905,-1.1625222,93.1215,637764,7.5,681038,4455.98021,2130.074508,,14.80056,22.806749,3.11357,790733,585533,18.2,141704,0,0,49,47,100,1285.66,843.609,0.06377179,0.686809936,0.249418274,43.24025,-0.348754436,-0.003521127,36.94100189,1,11,1,0,0.112011,2,1,-1.20808,-0.825925,-0.367853,1,0,2,0
2009,Louisiana,2009_Louisiana,3.400000095,-0.87883317,93.1191,643374,6.8,684873,4784.98105,2289.683832,,11.43253,20.934111,4.39856,723738,586936,14.3,148747,0,0,47,46,73,1384.85,645.483,0.065456138,0.7183311,0.216212762,41.74784,-0.319819808,0.092165902,37.21900177,,,,,0.479532,,,-1.18146,-0.788337,-0.349975,,,,
2010,Louisiana,2010_Louisiana,3.799999952,-0.88016266,,,,690915,5224.425607,2441.671127,71,15.48562,24.538931,5.0673599,825918,596034,21.6,155619,0,0,49,46,60,1562.01,875.333,0.067140486,0.749852264,0.18300725,36.81895,-0.40272373,-0.011695907,37.07600021,1,11,1,0,0.479532,2,1,-1.27155,-0.885895,-0.443537,1,0,2,0
2011,Louisiana,2011_Louisiana,3.799999952,-0.66242516,,,,,5587.920442,2877.044055,72,20.072001,33.226059,4.10987,884519,595046,21.1,150051,1,0,50,40,90,1586.08,938.319,0.083795369,0.728127013,0.188077618,35.37876,-0.442307681,-0.064220183,,,,,,,,,-1.33843,-0.978853,-0.551184,,,,
2012,Louisiana,2012_Louisiana,3.599999905,,,,,,6171.001488,3152.200079,73.5,17.09384,28.16991,5.8751001,948758.25,588506,21.1,145346,0,0,49,36,74,,,0.100450252,0.706401761,0.193147986,38.57437,,,,1,11,1,0,,2,1,-1.34489,-0.983012,-0.524079,1,0,2,0
2013,Louisiana,2013_Louisiana,,,,,,,6804.789429,3482.700037,74.6,18.26622,29.29081,5.6256299,940099.6667,565263,19.2,139856,0,0,,,42,,,,,,42.16489,,,,,,,,,,,-1.38117,-1.07243,-0.608646,,,,
2014,Louisiana,2014_Louisiana,,,,,,,7397.972056,3661.077193,77.5,22.77953,32.151508,8.7045803,877340,554244,,130399,0,0,,,35,,,,,,,,,,1,11,1,0,,2,1,-1.38325,-1.0405,-0.551396,1,0,2,0
2015,Louisiana,2015_Louisiana,,,,,,,8197.957679,4002.825162,78.6,19.62937,31.03158,6.7479501,,548567,,128935,1,0,,,29,,,,,,,,,,1,,1,,,,,,,,,,2,
2003,Maine,2003_Maine,,0.55025423,92.7792,187492,2.8,204337,,,77.575604,11.25099,17.25252,3.1833701,132582,103840,11.6,21743,0,0,16,32,6,454.42,122.748,0.063319915,0.726884504,0.209795581,66.05895,-0.121739127,-0.068965517,42.10300064,,,,,0.120763,,,0.659635,1.06692,1.43849,,,,
2004,Maine,2004_Maine,,0.94594312,92.7341,184374,2.7,202084,7116.493384,3297.143427,78.6,11.91627,20.14735,4.1324601,141929,106064,11.6,22916,0,0,13,35,7,472.768,120.976,0.056365018,0.735997178,0.207637804,66.94896,0.102941178,0.037037037,41.63999939,0,10,0,0,0.120763,0,1,0.881902,1.25441,1.67791,2,2,0,0
2005,Maine,2005_Maine,3,1.3406622,92.1866,180223,2.8,198820,7469.416863,3463.149253,76.3,17.205891,27.057381,6.1770301,152910,107685,12.6,23454,0,0,10,40,15,465.164,128.779,0.06290297,0.713899949,0.223197081,77.89715,-0.114942528,0.032967035,39.29499817,,,,,0.22237,,,1.19477,1.55515,1.94361,,,,
2006,Maine,2006_Maine,3.200000048,1.5452769,92.2077,178870,5.4,195498,7823.688216,3460.113622,78.5,12.77347,23.165899,4.8269701,160294,109152,10.2,23661,1,0,14,42,9,452.189,117.1,0.069440921,0.691802719,0.238756359,70.32111,0.097345136,-0.026785715,40.62900162,0,10,0,0,0.22237,0,1,1.20062,1.59365,1.97389,2,2,0,0
2007,Maine,2007_Maine,3.400000095,1.6071684,89.2563,175161,5.3,193986,8472.900134,3604.506193,79.10868522,12.22765,23.600981,6.0371199,162602,108738,10.9,24693,0,0,14,45,6,500.233,111.514,0.068646089,0.671250814,0.260103097,77.91103,-0.036764707,0.079136692,41.48699951,,,,,0.591787,,,1.12097,1.491,1.89348,,,,
2008,Maine,2008_Maine,3,1.7921981,89.8525,173357,4.4,196245,8837.566447,3452.755596,,19.00845,30.626989,8.1099701,173039,108496,12,25784,0,0,12,40,9,499.851,134.346,0.067851256,0.65069891,0.281449835,91.90404,-0.012345679,0.03267974,39.5719986,0,10,0,0,0.591787,0,1,1.05473,1.44946,1.87198,2,2,0,0
2009,Maine,2009_Maine,3.299999952,2.2253163,88.8958,168213,3.6,192935,9547.612818,3616.113656,,17.55728,26.837311,7.1952901,201248,107734,11.4,26663,0,0,9,37,5,525.494,130.094,0.081129744,0.670057732,0.248812524,81.41131,-0.231343284,0.067164183,38.26800156,,,,,,,,1.10083,1.45878,1.81768,,,,
2010,Maine,2010_Maine,3.400000095,2.3042493,,,,189225,9873.75598,3598.484572,84,15.37617,27.499781,6.7084098,229731,110669,12.5,27153,1,0,8,36,3,534.81,120.825,0.094408232,0.689416555,0.216175212,68.91593,-0.103260867,0.056179777,37.0929985,0,10,0,0,,0,1,1.01394,1.42905,1.81459,2,2,0,0
2011,Maine,2011_Maine,3.200000048,2.6278336,,,,,9976.451173,3545.975438,85,15.66826,28.55011,7.3742099,247943,109302,13.4,26267,0,0,10,29,10,525.788,133.313,0.101081678,0.700154886,0.198763436,67.06781,-0.032786883,0.150000006,,,,,,,,,0.976422,1.38788,1.76609,,,,
2012,Maine,2012_Maine,3.299999952,,,,,,9834.738202,3500.927313,86.4,16.803869,28.30312,8.5486403,252860,107179,12.8,25690,0,0,9,27,4,,,0.107755123,0.710893217,0.18135166,69.76707,,,,1,10,0,0,,0,1,0.942804,1.3648,1.73202,2,2,0,0
2013,Maine,2013_Maine,,,,,,,9674.463505,3500.542806,86.5,14.75908,26.051821,6.2294698,249118.5,100839,12.3,24380,0,0,,,7,,,,,,74.19726,,,,,,,,,,,0.922516,1.43639,1.89868,,,,
2014,Maine,2014_Maine,,,,,,,9640.081777,3525.285337,87.5,17.97533,27.320539,7.0183501,230536,99023,,22947,1,0,,,8,,,,,,,,,,1,10,0,0,,0,1,1.01977,1.46764,1.88409,2,2,0,0
2015,Maine,2015_Maine,,,,,,,9652.913674,3520.022936,87,15.20721,24.322901,7.76613,,100243,,21781,0,0,,,7,,,,,,,,,,1,,0,,,,,,,,,,0,
2003,Maryland,2003_Maryland,,0.017455213,93.0324,808557,3.6,866743,,,79.54950979,7.4461699,14.70264,1.80348,252294,435790,8.6,101283,0,0,25,11,52,1151.46,669.749,0.051725368,0.71698088,0.231293752,61.93776,-0.095679015,0.150470212,45.20299911,,,,,0.135473,,,1.14539,1.54149,1.90824,,,,
2004,Maryland,2004_Maryland,,0.1912562,92.9681,804696,4.1,869113,8601.796146,3783.773844,79.3,11.01928,19.829109,3.5922101,273872,426182,9.8,107542,0,0,28,13,69,1295.77,659.377,0.04357588,0.728474435,0.227949685,66.82459,-0.05882353,0.165775403,46.40499878,1,11,0,2,0.135473,1,1,1.10121,1.51207,1.88963,1,2,0,0
2005,Maryland,2005_Maryland,11.69999981,0.37171474,93.0854,800553,3.9,865561,8789.650148,3809.217866,79.9,11.77713,19.480591,5.1251302,288943,438302,9.7,108540,0,0,31,11,58,1371.06,727.218,0.047680373,0.749287869,0.203031758,65.06158,-0.004329004,0.21238938,41.43899918,,,,,0.004006,,,1.15576,1.52264,1.92158,,,,
2006,Maryland,2006_Maryland,12.19999981,0.22385907,93.4048,795473,3.9,860020,8533.212541,3691.891568,80,9.7857904,16.711861,4.42553,305395,444058,8.4,115165,1,0,31,8,76,1305.24,739.142,0.051784866,0.770101302,0.178113832,70.33848,0.003184713,0.257234722,43.20999908,1,11,0,2,0.004006,1,1,1.15401,1.53592,1.89918,1,2,0,0
2007,Maryland,2007_Maryland,12.39999962,0.25022498,93.8727,793881,3.8,851640,8449.794326,3757.004532,80.39996338,9.1890402,18.85499,2.7012899,317825,439590,8.8,123868,0,0,23,12,78,1343.83,707.415,0.051431432,0.751026396,0.197542172,73.69961,0.018779343,0.240476191,45.81600189,,,,,0.178218,,,1.30897,1.67121,2.05297,,,,
2008,Maryland,2008_Maryland,12.39999962,0.24013533,94.0123,793333,3.6,845700,8087.062538,3642.022617,,14.177,23.530239,4.9243102,359985,440953,8.7,135610,0,0,22,9,41,1355.67,631.283,0.051077998,0.731951489,0.216970512,78.73388,-0.032738097,0.358208954,45.46500015,1,11,0,2,0.178218,1,1,1.32358,1.66962,2.03597,1,2,0,0
2009,Maryland,2009_Maryland,12.80000019,0.4278672,93.7725,795577,3,843861,8354.161216,3792.672976,,12.97103,24.93672,5.7052302,454196,432643,9.6,146411,0,0,21,11,64,1374.08,751.927,0.062978887,0.723738839,0.213282274,65.99416,-0.032835823,0.238095239,48.37799835,,,,,0.007874,,,1.41533,1.77237,2.1243,,,,
